2025-12-29 10:32:16 | ERROR | script_scheduler.py:70 : 执行脚本时出错: None, 错误: name '__file__' is not defined
2025-12-29 10:32:53 | ERROR | script_scheduler.py:70 : 执行脚本时出错: None, 错误: name '__file__' is not defined
2025-12-29 10:44:58 | ERROR | script_scheduler.py:70 : 执行脚本时出错: 执行脚本/淘系_淘宝联盟/tb_tk_淘宝联盟_商品分析_202504.py, 错误: name '__file__' is not defined
2025-12-29 10:56:40 | ERROR | script_scheduler.py:73 : 执行脚本时出错: 执行脚本/淘系_淘宝联盟/tb_tk_淘宝联盟_商品分析_202504.py, 错误: name '__file__' is not defined
2025-12-29 10:57:20 | ERROR | script_scheduler.py:73 : 执行脚本时出错: 执行脚本/淘系_淘宝联盟/tb_tk_淘宝联盟_商品分析_202504.py, 错误: name '__file__' is not defined
2025-12-29 11:00:18 | ERROR | script_scheduler.py:73 : 执行脚本时出错: 执行脚本/淘系_淘宝联盟/tb_tk_淘宝联盟_商品分析_202504.py, 错误: name '__file__' is not defined. 可能是由于在多线程环境中访问 __file__ 变量导致的.
2025-12-29 11:10:58 | ERROR | script_scheduler.py:73 : 执行脚本时出错: 执行脚本/淘系_淘宝联盟/tb_tk_淘宝联盟_商品分析_202504.py, 错误: name '__file__' is not defined. 可能是由于在多线程环境中访问 __file__ 变量导致的.
2025-12-29 11:11:00 | ERROR | script_scheduler.py:73 : 执行脚本时出错: 执行脚本/淘系_淘宝联盟/tb_tk_淘宝联盟_商品分析_202504.py, 错误: name '__file__' is not defined. 可能是由于在多线程环境中访问 __file__ 变量导致的.
2025-12-29 11:12:45 | ERROR | script_scheduler.py:73 : 执行脚本时出错: None, 错误: name '__file__' is not defined. 可能是由于在多线程环境中访问 __file__ 变量导致的.
2025-12-29 11:20:15 | ERROR | AA.py:44 : 脚本文件不存在: C:\Users\admin\Desktop\yiyuan_spider\main\执行脚本\淘系_淘宝联盟\tb_tk_淘宝联盟_商品分析_202504.py
